unnamed: 0,week_of_outbreak,state_ut,district,disease,cases,deaths,latitude,longitude,preci,lai,temp_c,date
5677,29th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,34,1.0,24.0,87.583333,0.121581429,,,2013-07-11
5678,29th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,24,,22.9052114,88.3760639,0.194282628,,27.350000000000023,2013-07-20
5679,29th week,Arunachal Pradesh,West Siang,Acute Diarrhoeal Disease,200,2.0,28.4,94.55,2.544234703,2.0,17.53000000000003,2013-06-27
5680,29th week,Kerala,Palakkad,Dengue,18,,10.78789845,76.47408711,1.629608303,7.0,,2013-06-28
5681,29th week,Tamil Nadu,Vellore,Acute Diarrhoeal Disease,15,,12.7948109,79.0006411,0.135674305,3.0,,2013-07-09
5682,29th week,West Bengal,Burdwan,Dengue,305,,23.2495714,87.8681751,0.55611224,7.0,36.77000000000004,2013-06-27
5683,30th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,99,,15.8309251,78.0425373,0.750077596,4.0,,2013-07-22
5684,30th week,Bihar,Munger,Acute Diarrhoeal Disease,19,,25.22081165,86.51720367,0.320129374,8.0,26.99000000000001,2013-07-23
5685,30th week,Gujarat,Narmada,Acute Diarrhoeal Disease,20,,21.8678464,73.5025585,0.681720686,1.0,,2013-07-25
5686,30th week,Jammu And Kashmir,Bandipora,Acute Diarrhoeal Disease,62,,34.4232433,74.635965,0.56722158,25.0,22.58200000000005,2013-07-25
5687,30th week,Jammu And Kashmir,Shopian,Acute Diarrhoeal Disease,128,,33.718807,74.8333311,1.25844149,20.0,21.77800000000002,2013-07-22
5688,30th week,Jharkhand,Lohardaga,Acute Diarrhoeal Disease,51,,23.46920055,84.73568423,0.382647374,7.0,29.510000000000048,2013-07-22
5689,30th week,Karnataka,Davangere,Cholera,36,,14.4679807,75.9195682,0.421151112,,26.970000000000027,2013-07-19
5690,30th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,30,,16.7670964,77.1403984,0.724274454,,30.79000000000002,2013-07-19
5691,30th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,19,,16.7670964,77.1403984,1.400156774,2.0,,2013-07-23
5692,30th week,Karnataka,Yadgir,Acute Diarrhoeal Disease,20,,16.7670964,77.1403984,1.444281957,2.0,,2013-07-24
5693,30th week,Karnataka,Bidar,Acute Diarrhoeal Disease,18,,18.083333,77.333333,1.274581416,2.0,31.170000000000016,2013-07-21
5694,30th week,Karnataka,Ballari,Acute Diarrhoeal Disease,16,,15.2485413,76.8323648,0.880841688,2.0,,2013-07-26
5695,30th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,10,1.0,17.166667,77.083333,1.387655941,1.0,,2013-07-22
5696,30th week,Maharashtra,Dhule,Acute Diarrhoeal Disease,18,,21.13170235,74.48990147,0.819027964,1.0,,2013-07-22
5697,30th week,Maharashtra,Nashik,Acute Diarrhoeal Disease,62,,20.0112475,73.7902364,1.402063445,,,2013-07-20
5698,30th week,Maharashtra,Thane,Malaria,37,,19.1943294,72.9701779,2.168992828,1.0,,2013-07-17
5699,30th week,Madhya Pradesh,Mandla,Malaria,21,,22.68536625,80.58150562,1.459695788,2.0,,2014-07-24
5700,30th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,12,2.0,23.25,78.083333,2.390765664,5.0,26.25,2013-07-25
5701,30th week,Madhya Pradesh,Mandsaur,Malaria,20,,24.2651306,75.38718194,0.717951137,4.0,29.189999999999998,2013-07-18
5702,30th week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,92,,22.9467047,79.1980228,1.561696596,7.0,,2013-07-24
5703,30th week,Madhya Pradesh,Gwalior,Acute Diarrhoeal Disease,49,2.0,26.2037247,78.1573628,0.934251284,9.0,33.51000000000005,2013-07-21
5704,30th week,Meghalaya,Ri Bhoi,Malaria,16,7.0,25.87640255,91.85675742,1.268103184,15.0,23.700000000000045,2013-07-16
5705,30th week,Tamil Nadu,Tiruvarur,Chikungunya,53,,10.7760127,79.6199369,0.096637667,6.0,24.689999999999998,2013-07-23
5706,30th week,Tamil Nadu,Sivaganga,Acute Diarrhoeal Disease,17,,9.851231,78.53047155,0.158988774,,40.77000000000004,2013-07-27
5707,30th week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,20,,26.65573395,79.51504701,0.689633919,,29.29000000000002,2013-07-20
5708,30th week,Uttarakhand,Tehri,Acute Diarrhoeal Disease,12,2.0,30.40260205,78.38835789,1.119331194,29.0,21.600000000000023,2013-07-24
5709,30th week,West Bengal,Purulia,Cholera,21,,23.3291882,86.3672378,0.569659601,8.0,27.775000000000034,2013-07-26
5710,30th week,West Bengal,Purulia,Acute Diarrhoeal Disease,22,,23.3291882,86.3672378,0.569659601,8.0,27.775000000000034,2013-07-26
5711,30th week,Assam,Barpeta,Acute Encephalitis Syndrome,25,6.0,26.34142215,91.01674328,0.001135456,,29.73333340000005,2013-03-06
5712,30th week,Bihar,Rohtas,Acute Diarrhoeal Disease,37,2.0,24.6723487,83.92090397,0.59182228,7.0,38.110000000000014,2013-07-10
5713,30th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,16,1.0,21.1882332,82.48484762,0.660910996,3.0,28.910000000000025,2013-07-16
5714,30th week,Delhi,South West District,Cholera,50,1.0,28.59449355,76.90650844,0.519847218,5.0,39.123333400000035,2013-07-10
5715,30th week,Dadra And Nagar Haveli,Dadra And Nagar Haveli,Cholera,12,,20.2712521,73.0014588,2.044548616,1.0,,2013-07-14
5716,30th week,Karnataka,Tumkur,Chikungunya,15,,13.3400771,77.1006208,0.491132885,3.0,32.01000000000005,2013-07-15
5717,30th week,Maharashtra,Aurangabad,Dengue,21,,19.877263,75.3390241,0.833650784,3.0,,2013-06-30
5718,30th week,Maharashtra,Beed,Dengue,24,,18.9918442,75.909784,0.239678917,2.0,17.730000000000018,2013-07-09
5719,30th week,West Bengal,Burdwan,Dengue,372,1.0,23.2495714,87.8681751,0.55611224,7.0,36.77000000000004,2013-06-27
5720,31st week,Andhra Pradesh,Nellore,Acute Diarrhoeal Disease,27,,13.4923257,79.202539,0.109131502,9.0,33.53000000000003,2013-08-01
5721,31st week,Telangana,Rangareddy,Acute Diarrhoeal Disease,91,1.0,17.1333954,78.39709787,1.10395918,9.0,,2013-08-02
5722,31st week,Telangana,Rangareddy,Acute Diarrhoeal Disease,56,,17.1333954,78.39709787,1.10395918,9.0,,2013-08-02
5723,31st week,Assam,Kamrup,Cholera,14,,26.12755515,91.29987148,2.470183416,9.0,26.390000000000043,2013-08-01
5724,31st week,Chhattisgarh,Janjgir,Malaria,97,,22.0090841,82.578896,1.233917148,,28.470000000000027,2013-07-27
5725,31st week,Karnataka,Bidar,Cholera,17,,18.083333,77.333333,0.791020234,6.0,,2013-07-29
5726,31st week,Karnataka,Davangere,Cholera,21,,14.4679807,75.9195682,1.055395054,,,2013-07-27
5727,31st week,Karnataka,Davangere,Acute Diarrhoeal Disease,22,,14.4679807,75.9195682,0.346621415,6.0,,2013-08-02
5728,31st week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,22,,17.166667,77.083333,0.232550892,5.0,,2013-07-31
5729,31st week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,39,,17.166667,77.083333,0.869382173,,,2013-07-28
5730,31st week,Karnataka,Haveri,Acute Diarrhoeal Disease,15,,14.7874825,75.3996731,1.818451938,3.0,,2013-07-30
5731,31st week,Karnataka,Mandya,Acute Diarrhoeal Disease,15,,12.5238888,76.8961961,0.26193689,,24.710000000000036,2013-07-28
5732,31st week,Karnataka,Shimoga,Acute Diarrhoeal Disease,16,,13.9326093,75.574978,1.218428846,2.0,,2013-07-24
5733,31st week,Karnataka,Tumkur,Cholera,34,,13.3400771,77.1006208,0.24923818,5.0,,2013-07-30
5734,31st week,Madhya Pradesh,Jhabua,Acute Diarrhoeal Disease,76,,22.88585225,74.72513369,1.016528786,4.0,,2013-07-31
5735,31st week,Madhya Pradesh,Khandwa,Dengue,24,,21.9778642,76.56882823,1.226914242,2.0,,2013-07-26
5736,31st week,Maharashtra,Thane,Acute Diarrhoeal Disease,20,,19.1943294,72.9701779,2.746087554,7.0,,2013-07-31
5737,31st week,Punjab,Amritsar,Acute Diarrhoeal Disease,15,,31.6343083,74.8736788,0.824388183,16.0,28.8366666,2013-08-03
5738,31st week,Tamil Nadu,Vellore,Chikungunya,45,,12.7948109,79.0006411,0.201035026,5.0,35.39000000000004,2013-07-25
5739,31st week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,30,,26.105546,79.42765265,0.908197217,,30.24000000000001,2013-07-27
5740,31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,34,1.0,23.3291882,86.3672378,1.296523229,8.0,27.660000000000025,2013-07-30
5741,31st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,65,,23.2495714,87.8681751,0.936807591,6.0,,2013-07-29
5742,31st week,West Bengal,Hooghly,Acute Diarrhoeal Disease,34,,22.9052114,88.3760639,1.231089027,10.0,27.99000000000001,2013-07-29
5743,31st week,Assam,Kamrup,Acute Encephalitis Syndrome,57,7.0,26.12755515,91.29987148,0.000312371,19.0,25.02000000000004,2013-02-08
5744,31st week,Chhattisgarh,Korba,Malaria,49,,22.3547468,82.7110855,0.968520359,6.0,26.74000000000001,2013-07-13
5745,31st week,Maharashtra,Raigad,Dengue,50,,18.4928092,73.13807095,2.505998961,,28.610000000000014,2013-07-19
5746,31st week,Uttar Pradesh,Auraiya,Acute Diarrhoeal Disease,47,,26.65573395,79.51504701,1.008140275,9.0,29.29000000000002,2013-07-23
5747,31st week,West Bengal,Birbhum,Acute Diarrhoeal Disease,51,,24.0,87.583333,0.239845969,8.0,30.29000000000002,2013-07-15
5748,31st week,Assam,Dibrugarh,Acute Encephalitis Syndrome,183,48.0,27.4844597,94.9019447,0.025702251,17.0,30.620000000000005,2013-06-16
5749,31st week,Assam,Sivasagar,Acute Encephalitis Syndrome,105,36.0,26.9834936,94.6394226,0.007902202,8.0,24.189999999999998,2013-02-08
5750,31st week,Assam,Tinsukia,Acute Encephalitis Syndrome,81,23.0,27.52016575,95.53063473,0.012514547,17.0,18.21333340000001,2013-01-15
5751,32nd week,Andhra Pradesh,Anantapur,Acute Diarrhoeal Disease,34,2.0,14.6546235,77.55625984,0.03424359,,35.47000000000003,2013-08-05
5752,32nd week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,43,,21.98934025,82.10996499,0.401676632,4.0,,2013-08-07
5753,32nd week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,18,,22.0090841,82.578896,1.644637493,10.0,26.910000000000025,2013-07-31
5754,32nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,80,,22.5,83.5,0.916860538,11.0,,2013-08-02
5755,32nd week,Jammu And Kashmir,Kulgam,Acute Diarrhoeal Disease,81,,33.66980055,75.01480232,2.089850156,22.0,26.57666660000001,2013-08-03
5756,32nd week,Jammu And Kashmir,Kupwara,Acute Diarrhoeal Disease,54,,34.6110236,74.23847867,0.478464184,13.0,19.374000000000024,2013-08-09
5757,32nd week,Jammu And Kashmir,Reasi,Acute Diarrhoeal Disease,201,1.0,33.06910315,74.83786982,1.12292574,22.0,24.795000000000016,2013-08-02
5758,32nd week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,21,,17.166667,77.083333,1.061795428,,36.29000000000002,2013-08-05
5759,32nd week,Karnataka,Chikkaballapur,Cholera,24,,13.6102243,77.5127721,0.163568697,6.0,30.660000000000025,2013-08-06
5760,32nd week,Karnataka,Koppal,Acute Diarrhoeal Disease,27,,15.3484144,76.1547421,0.156353922,,32.410000000000025,2013-08-05
5761,32nd week,Karnataka,Chitradurga,Dengue,14,,14.2266443,76.4005122,0.177782786,4.0,28.950000000000045,2013-08-03
5762,32nd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,19,,16.1853166,75.6967919,0.255959571,4.0,29.700000000000045,2013-08-09
5763,32nd week,Madhya Pradesh,Panna,Acute Diarrhoeal Disease,37,,24.5,80.25,0.334411286,7.0,27.37666660000002,2013-08-07
5764,32nd week,Maharashtra,Dhule,Cholera,69,,21.13170235,74.48990147,1.809147425,,25.170000000000016,2013-08-05
5765,32nd week,Maharashtra,Osmanabad,Acute Diarrhoeal Disease,16,,18.16984395,76.11796321,1.102604394,5.0,,2013-08-03
5766,32nd week,Mizoram,Lunglei,Acute Diarrhoeal Disease,35,,22.898553,92.75192292,0.882965667,27.0,24.200000000000045,2013-08-09
5767,32nd week,Tamil Nadu,Dindigul,Dengue,28,,10.3303299,78.06739791,0.054750622,7.0,38.73000000000002,2013-08-02
5768,32nd week,Tamil Nadu,Tiruvannamalai,Chikungunya,13,,12.22721295,79.07015555,0.061089491,,37.93000000000001,2013-08-05
5769,32nd week,West Bengal,Bankura,Acute Diarrhoeal Disease,57,,23.13195425,87.2073972,1.428228436,7.0,26.930000000000007,2013-08-01
5770,32nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,47,1.0,23.3291882,86.3672378,0.380612308,4.0,28.129999999999995,2013-08-08
5771,32nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,23,1.0,23.3291882,86.3672378,0.59242193,4.0,28.890000000000043,2013-08-09
5772,32nd week,West Bengal,Purulia,Cholera,13,,23.3291882,86.3672378,1.288167499,8.0,27.24000000000001,2013-07-31
5773,32nd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,131,,22.642931,88.8930579,1.21407937,11.0,28.29000000000002,2013-08-02
5774,32nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,25,,22.5,83.5,1.018270976,11.0,,2013-07-30
5775,32nd week,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,25,2.0,23.3002343,81.364771,0.927813595,,27.75,2013-07-27
5776,32nd week,Madhya Pradesh,Sidhi,Malaria,627,,24.25,82.0,0.703792445,8.0,32.09000000000003,2013-07-23
5777,32nd week,Maharashtra,Jalgaon,Cholera,40,,20.84288265,75.52612464,1.575514364,7.0,,2013-07-29
5778,32nd week,Maharashtra,Jalgaon,Dengue,31,,20.84288265,75.52612464,1.050378125,7.0,,2013-07-30
5779,32nd week,Maharashtra,Nagpur,Dengue,12,,21.1498134,79.0820556,1.853925705,1.0,,2013-07-17
5780,32nd week,West Bengal,West Medinipur,Acute Diarrhoeal Disease,59,,22.2788943,87.92227864,2.50305217,6.0,,2013-07-30
5781,33rd week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,16,,16.69656855,77.95911462,0.224711306,6.0,34.170000000000016,2013-08-15
5782,33rd week,Andhra Pradesh,Srikakulam,Acute Diarrhoeal Disease,16,,18.32002205,83.9160772,0.524107205,17.0,28.57000000000005,2013-08-16
5783,33rd week,Jammu And Kashmir,Kulgam,Acute Diarrhoeal Disease,46,,33.66980055,75.01480232,1.22855445,15.0,23.00600000000003,2013-08-10
5784,33rd week,Karnataka,Gadag,Acute Diarrhoeal Disease,11,,15.4206667,75.6225644,0.343853602,4.0,34.629999999999995,2013-08-17
5785,33rd week,Karnataka,Gadag,Acute Diarrhoeal Disease,18,,15.4206667,75.6225644,0.343853602,4.0,34.629999999999995,2013-08-17
5786,33rd week,Karnataka,Chikkaballapur,Dengue,15,,13.6102243,77.5127721,0.684975288,4.0,33.35000000000002,2013-08-17
5787,33rd week,Karnataka,Raichur,Dengue,40,,16.083333,77.166667,0.138258922,3.0,,2013-08-11
5788,33rd week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,35,,21.825599,75.614182,0.777772102,6.0,,2013-08-10
5789,33rd week,Maharashtra,Gondia,Acute Diarrhoeal Disease,17,,21.455228,80.1962729,1.318898847,2.0,,2013-08-11
5790,33rd week,Odisha,Ganjam,Acute Diarrhoeal Disease,67,,19.4129711,85.04710406,,6.0,30.75,2013-08-09
5791,33rd week,Odisha,Subarnapur,Acute Diarrhoeal Disease,19,,19.08143,84.5144503,0.708920688,9.0,25.629999999999995,2013-08-15
5792,33rd week,Odisha,Keonjhar,Acute Diarrhoeal Disease,18,,21.5,85.5,0.61538222,19.0,27.585000000000036,2013-08-18
5793,33rd week,Punjab,Shahid Bhagat Singh Nagar,Acute Diarrhoeal Disease,15,,31.1239515,76.1201871,0.982939114,20.0,26.7233334,2013-08-18
5794,33rd week,West Bengal,Purulia,Cholera,30,,23.3291882,86.3672378,0.380612308,4.0,28.129999999999995,2013-08-08
5795,33rd week,West Bengal,Burdwan,Dengue,36,,23.2495714,87.8681751,0.743461798,7.0,,2013-08-15
5796,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,38,,23.2495714,87.8681751,0.628403872,7.0,31.410000000000025,2013-08-16
5797,33rd week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,21,,20.7084545,81.5481305,1.337242309,3.0,26.970000000000027,2013-08-06
5798,33rd week,Karnataka,Koppal,Acute Diarrhoeal Disease,36,,15.3484144,76.1547421,0.225762209,3.0,32.410000000000025,2013-08-06
5799,33rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,70,1.0,23.2584857,77.401989,1.844778679,6.0,29.010000000000048,2013-08-03
5800,33rd week,Odisha,Rayagada,Cholera,22,,19.17209585,83.33503085,2.699308366,,,2013-07-27
5801,33rd week,West Bengal,Purulia,Cholera,67,1.0,23.3291882,86.3672378,1.296523229,8.0,27.660000000000025,2013-07-30
5802,34th week,Telangana,Medak,Cholera,93,3.0,17.9375095,78.21174499,0.301255183,5.0,,2013-08-16
5803,34th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,15,,22.5,83.5,0.483762466,10.0,27.850000000000023,2013-08-15
5804,34th week,Gujarat,Kheda,Acute Diarrhoeal Disease,13,,22.75,72.833333,0.106919676,10.0,28.450000000000045,2013-08-23
5805,34th week,Himachal Pradesh,Una,Acute Diarrhoeal Disease,196,,31.4787354,76.2750706,1.943781248,,25.476666600000044,2013-08-20
5806,34th week,Jharkhand,Lohardaga,Malaria,66,,23.46920055,84.73568423,1.060786269,14.0,27.81666660000002,2013-08-19
5807,34th week,Karnataka,Mysore,Dengue,14,,12.3051828,76.6553609,0.488458998,3.0,,2013-08-19
5808,34th week,Karnataka,Raichur,Dengue,20,,16.083333,77.166667,0.740258429,,,2013-08-20
5809,34th week,Karnataka,Raichur,Dengue,21,,16.083333,77.166667,0.7753617,,26.150000000000034,2013-08-21
5810,34th week,Karnataka,Hassan,Acute Diarrhoeal Disease,20,,13.0070817,76.0992703,0.665644602,,,2013-08-20
5811,34th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,24,1.0,24.756718,81.65493469,0.300552599,13.0,27.956666600000005,2013-08-15
5812,34th week,Maharashtra,Gadchiroli,Dengue,13,1.0,19.75907035,80.16228073,0.877365475,6.0,,2013-08-16
5813,34th week,Odisha,Sambalpur,Acute Diarrhoeal Disease,12,,21.4706422,83.9836858,0.501731907,11.0,27.323333400000024,2013-08-18
5814,34th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,99,,31.29201065,75.56805772,0.326151599,22.0,28.91500000000002,2013-08-24
5815,34th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,369,2.0,26.02269675,83.02887343,0.633485049,12.0,28.75,2013-08-17
5816,34th week,West Bengal,Hooghly,Cholera,12,1.0,22.9052114,88.3760639,1.367673342,,27.220000000000027,2013-08-21
5817,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,17,,23.2495714,87.8681751,0.703474165,7.0,31.410000000000025,2013-08-19
5818,34th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,32,,24.1745993,88.2721335,0.909316239,6.0,27.980000000000018,2013-08-14
5819,34th week,West Bengal,Bankura,Cholera,82,,23.13195425,87.2073972,1.10650385,,30.230000000000018,2013-08-20
5820,34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,19,,23.3291882,86.3672378,0.730684408,9.0,26.590000000000032,2013-08-23
5821,34th week,West Bengal,Hooghly,Cholera,27,2.0,22.9052114,88.3760639,1.613626131,14.0,27.010000000000048,2013-08-22
5822,34th week,Bihar,Madhubani,Acute Diarrhoeal Disease,27,,26.350072,86.22914689,0.909514706,5.0,13.520000000000039,2013-08-10
5823,34th week,Bihar,Bhabua,Dengue,346,,25.07634815,83.63359776,0.481420426,,-1.1499999999999773,2013-07-28
5824,34th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,35,,22.5,83.5,1.04744501,,,2013-08-12
5825,34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,89,,31.6723392,76.95331691,2.408572902,,15.350000000000023,2013-08-12
5826,34th week,Jammu And Kashmir,Anantnag,Acute Diarrhoeal Disease,35,,33.7368773,75.1455138,1.22855445,15.0,23.00600000000003,2013-08-10
5827,34th week,Jammu And Kashmir,Badgam,Acute Diarrhoeal Disease,137,,34.0154721,74.7220085,0.926300848,20.0,24.646000000000015,2013-08-08
5828,34th week,Maharashtra,Kolhapur,Dengue,17,,16.7028412,74.2405329,0.127139173,,29.670000000000016,2013-08-13
5829,34th week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,34,1.0,26.57550365,80.61376178,0.435245638,4.0,32.870000000000005,2013-08-08
5830,34th week,West Bengal,Jalpaiguri,Dengue,189,1.0,26.4733048,88.67886686,1.191221325,15.0,23.890000000000043,2013-08-01
5831,34th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,104,,24.0,87.583333,0.409805253,3.0,25.720000000000027,2013-08-08
5832,35th week,Delhi,New Delhi,Cholera,50,1.0,28.6138954,77.2090057,0.108629932,,30.07000000000005,2013-08-28
5833,35th week,Gujarat,Surat,Acute Diarrhoeal Disease,32,,21.19177615,72.95441578,1.307068748,6.0,19.99000000000001,2013-08-26
5834,35th week,Haryana,Yamuna Nagar,Cholera,133,,30.1389108,77.301064,0.167592097,,26.80000000000001,2013-08-28
5835,35th week,Jharkhand,Godda,Acute Diarrhoeal Disease,13,,24.74334305,87.29285062,0.858572485,9.0,26.850000000000023,2013-08-24
5836,35th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,16,,22.7859232,86.1716093,0.586923253,9.0,25.83000000000004,2013-08-26
5837,35th week,Jammu And Kashmir,Ganderbal,Acute Diarrhoeal Disease,60,1.0,34.1934255,74.83434977,0.714516648,17.0,13.426666600000033,2013-08-24
5838,35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,24,,14.7874825,75.3996731,0.179826337,20.0,25.196666600000015,2013-09-01
5839,35th week,Karnataka,Mysore,Dengue,16,,12.3051828,76.6553609,0.296710915,8.0,27.03000000000003,2013-08-23
5840,35th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,100,1.0,21.825599,75.614182,1.740494538,5.0,,2013-08-27
5841,35th week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,11,2.0,26.166667,77.5,0.822205839,16.0,29.980000000000018,2013-08-27
5842,35th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,18,,23.5225788,77.8148001,1.170925754,,27.53000000000003,2013-08-28
5843,35th week,Maharashtra,Jalgaon,Dengue,104,,20.84288265,75.52612464,1.691385161,7.0,11.710000000000036,2013-08-27
5844,35th week,Punjab,Mohali,Cholera,46,,30.7041168,76.7176885,0.137909367,,27.84666660000005,2013-08-29
5845,35th week,Sikkim,East Sikkim,Dengue,103,,27.2799097,88.67466492,0.994066309,21.0,11.742000000000019,2013-08-22
5846,35th week,Tamil Nadu,Thoothukudi,Dengue,12,,8.8052602,78.1452745,0.057772454,4.0,42.1033334,2013-08-23
5847,35th week,Tamil Nadu,Virudhunagar,Chikungunya,18,,9.5208936,77.8784564,0.032451876,4.0,41.94,2013-08-26
5848,35th week,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,19,,10.7760127,79.6199369,0.055567084,,34.02333340000001,2013-08-28
5849,35th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,36,,11.9415377,79.4861469,0.039393319,11.0,33.153999999999996,2013-08-26
5850,35th week,Uttarakhand,Uttarkashi,Acute Diarrhoeal Disease,26,,30.7291049,78.4403495,0.560507903,30.0,21.6633334,2013-09-01
5851,35th week,West Bengal,Purulia,Acute Diarrhoeal Disease,20,,23.3291882,86.3672378,0.451924372,9.0,28.78000000000003,2013-08-26
5852,35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,37,,22.642931,88.8930579,0.570068453,10.0,28.74000000000001,2013-08-27
5853,35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,72,,22.642931,88.8930579,0.640767284,10.0,28.74000000000001,2013-08-26
5854,35th week,West Bengal,Bankura,Acute Diarrhoeal Disease,149,,23.13195425,87.2073972,1.639160936,13.0,27.783333400000004,2013-08-30
5855,35th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,68,,24.0,87.583333,1.032777006,7.0,,2013-08-23
5856,35th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,22.9052114,88.3760639,1.064864079,,27.3366666,2013-08-29
5857,35th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,11,1.0,22.3599134,87.41331448,0.877123695,,30.370000000000005,2013-08-29
5858,35th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,71,,22.3599134,87.41331448,1.002564491,,,2013-08-21
5859,35th week,Assam,Kamrup,Dengue,130,,26.12755515,91.29987148,1.799676349,10.0,28.010000000000048,2013-07-26
5860,35th week,Bihar,Jamui,Acute Diarrhoeal Disease,20,2.0,24.96785205,86.17351147,0.545421517,12.0,29.556666600000028,2013-08-18
5861,35th week,Karnataka,Kolar,Dengue,44,,13.1367201,78.1337246,0.105974333,6.0,33.860000000000014,2013-08-06
5862,35th week,Karnataka,Koppal,Cholera,31,,15.3484144,76.1547421,0.208453284,3.0,23.83000000000004,2013-08-11
5863,35th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,27,,17.166667,77.083333,0.570670322,,,2013-08-20
5864,35th week,Maharashtra,Jalgaon,Dengue,28,,20.84288265,75.52612464,0.109711904,,26.950000000000045,2013-08-20
5865,35th week,Maharashtra,Wardha,Malaria,70,,20.82562315,78.6131455,0.905080069,,,2013-07-04
5866,35th week,Telangana,Medak,Cholera,201,3.0,17.9375095,78.21174499,0.301255183,5.0,,2013-08-16
5867,35th week,Bihar,Bhabua,Dengue,971,,25.07634815,83.63359776,0.481420426,,-1.1499999999999773,2013-07-28
5868,35th week,Karnataka,Koppal,Cholera,75,,15.3484144,76.1547421,0.225762209,3.0,32.410000000000025,2013-08-06
5869,36th week,Assam,Nagaon,Acute Diarrhoeal Disease,16,,26.30414915,92.71605974,1.025550635,14.0,28.510000000000048,2013-09-02
5870,36th week,Bihar,Araria,Acute Diarrhoeal Disease,19,,26.26498795,87.37162648,1.039498022,10.0,26.77000000000004,2013-09-03
5871,36th week,Bihar,Madhubani,Acute Diarrhoeal Disease,43,,26.350072,86.22914689,1.191931046,11.0,27.210000000000036,2013-09-02
5872,36th week,Bihar,Madhubani,Acute Diarrhoeal Disease,22,,26.350072,86.22914689,1.338663391,11.0,27.210000000000036,2013-09-01
5873,36th week,Bihar,West Champaran,Acute Diarrhoeal Disease,22,1.0,26.6919717,84.5796928,1.043703819,11.0,25.77000000000004,2013-08-30
5874,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,27,,20.73218365,81.14335738,1.13205633,18.0,,2013-08-31
5875,36th week,Gujarat,Patan,Dengue,49,1.0,23.77405735,71.68373466,0.045901387,6.0,30.482000000000028,2013-09-04
5876,36th week,Karnataka,Ballari,Acute Diarrhoeal Disease,12,,15.2485413,76.8323648,0.313034716,,32.29000000000002,2013-09-06
5877,36th week,Maharashtra,Gondia,Cholera,45,2.0,21.455228,80.1962729,0.225391249,22.0,28.970000000000027,2013-09-04
